 X Y Z
pca1 0.8483456751152331 0.529442740542619 7.143828128655804e-09
pca2 0.5294427405251819 -0.8483456750874021 8.10459668542474e-06
pca3 4.296980315820415e-06 -6.8717172986910566e-06 -0.9999999999671577
