 X Y Z
pca1 -0.5104521988755368 0.8599061299045614 -2.0388443635918114e-05
pca2 0.8599042576524721 0.5104510377134682 -0.0020989922330925444
pca3 0.0017945289856470263 0.0010889673102941965 0.9999977969055317
