 X Y Z
pca1 -0.44154396505788535 -0.8969595492705521 -0.02241637556183082
pca2 -0.25399198970257303 0.1009921651828935 0.9619192542716876
pca3 0.8605387824426562 -0.43042322142751444 0.27241302165658626
