 X Y Z
pca1 -0.8966131835165788 0.4427974438100696 0.0039016534358635173
pca2 -0.26925241230949204 -0.5521574893627361 0.7890660589622132
pca3 -0.3515507610712636 -0.7064365015313887 -0.6142959642503828
