 X Y Z
pca1 -0.5331413076838898 0.8460262088381849 2.397435098802809e-16
pca2 0.8460262088381849 0.5331413076838898 -1.589943916503416e-12
pca3 -1.3452620411130868e-12 -8.474619494959187e-13 -1.0
