 X Y Z
pca1 -0.9577663188252022 0.28754769782424155 1.8995942331471733e-09
pca2 0.2875476978242358 0.9577663188251844 -1.943815987817503e-07
pca3 -5.7713348605030586e-08 -1.8562592436401266e-07 -0.9999999999999811
