 X Y Z
pca1 0.9679602181706607 0.2510932655115574 -0.0022777299553852753
pca2 -0.05475824278061449 0.21992728409884757 0.9739781951134656
pca3 -0.24506030051109123 0.9426474217456109 -0.22663028789146036
