 X Y Z
pca1 -0.7594460467333778 -0.6505702899003635 3.376229354645984e-08
pca2 -0.6505702880307118 0.7594460445468953 -7.585322641271825e-05
pca3 4.9322214856911335e-05 -5.7628397676147815e-05 -0.9999999971231435
