 X Y Z
pca1 0.4238508475767018 0.9057320017579765 -1.48706842534348e-14
pca2 0.9057320017579765 -0.4238508475767018 7.267587990802682e-11
pca3 6.58185672364946e-11 -3.081720215201614e-11 -1.0
