 X Y Z
pca1 0.030111067558381527 0.9995465165322344 0.00029137393660353994
pca2 0.9842718175801842 -0.02970168599870687 0.17414591286112877
pca3 0.17407559486584043 -0.00495692819300121 -0.9847198160568282
