 X Y Z
pca1 0.4478192547110812 0.8941241039693321 4.255644217227635e-05
pca2 0.8933674873325848 -0.4474383469996942 -0.041151648949274866
pca3 -0.03677563985949115 0.018466519304409578 -0.9991529112091423
