 X Y Z
pca1 -0.2670217378710736 0.9636905060773574 -8.231722311473592e-07
pca2 0.9636901571043051 0.2670216419035009 0.0008507969427409524
pca3 -0.0008201247411198274 -0.00022638799524932703 0.9999996380718768
