 X Y Z
pca1 -0.6560299055927811 0.7546948420814225 0.00777549378648562
pca2 0.5764402379640505 0.5076762767810468 -0.6402979385018218
pca3 -0.48717698531835013 -0.41557248865803276 -0.7680872942880212
