 X Y Z
pca1 -0.9999639988942861 0.008485335311493713 2.4480344570318015e-14
pca2 0.008485335311493713 0.9999639988942861 -5.722386874993917e-11
pca3 -5.100431774149855e-13 -5.72216009034587e-11 -1.0
