 X Y Z
pca1 0.9505139424978801 -0.31006852797564477 -0.019512895124853116
pca2 0.008531444867374362 -0.03673303546359169 0.9992886963005765
pca3 0.31056474295323927 0.9500043116031879 0.032269929806880836
