 X Y Z
pca1 -0.5694753556664416 -0.8220084058471615 -2.2776559300760287e-06
pca2 -0.8219644392144326 0.5694449248823007 -0.01034109243230394
pca3 -0.008501761904606319 0.005887125138686545 0.9999465294715105
