 X Y Z
pca1 0.3094842285682988 0.9508897174982599 -0.005315771210652522
pca2 0.11914830515124061 -0.03323158687050087 0.9923201817022846
pca3 -0.9434104057339371 0.3077408110572067 0.12358155025237703
