 X Y Z
pca1 0.8962184810011651 -0.4436129243880512 -8.733753918997038e-05
pca2 -0.42883247133926383 -0.8664083187226194 0.2558111349673882
pca3 -0.11355679564440051 -0.22922521363088516 -0.9667267740157253
