 X Y Z
pca1 -0.9497891364483262 0.31289070704981287 -4.155251277902211e-05
pca2 0.3126689685261704 0.949121024606942 0.037515287148697035
pca3 -0.011777623084636389 -0.035618620003261665 0.9992960529810669
