 X Y Z
pca1 -0.3001229819359938 -0.9539003973183057 -0.00047718950666475327
pca2 -0.665621281055244 0.20906415582671653 0.7164080464057044
pca3 -0.6832821568870525 0.21532814666095218 -0.6976813623247626
