 X Y Z
pca1 -0.8448262433144506 -0.5350407634742135 5.303211111283752e-06
pca2 -2.5846553513044274e-05 3.089976825832683e-05 -0.9999999991885802
pca3 0.5350407628762026 -0.8448262427660109 -3.993389486178559e-05
