 X Y Z
pca1 0.13710584439424103 -0.9905564029538773 1.3518532835064345e-07
pca2 -0.9905563146861353 -0.13710583223445283 -0.00042214064054819505
pca3 -0.000418172649139015 -5.77440402948354e-05 0.9999999108986267
