 X Y Z
pca1 0.004042685692321127 0.9999918282661174 -9.663393516787397e-06
pca2 0.9995562218607739 -0.004040639457562872 0.029513260954857644
pca3 0.029512980734053965 -0.00012897194290993594 -0.9995643887886507
