 X Y Z
pca1 -0.5256614677368854 0.8506938451953102 5.552945822026083e-05
pca2 0.8497469059305678 0.5250794110465731 -0.047136057921834784
pca3 -0.040127511736092525 -0.02473042340521183 -0.9988884767380533
