 X Y Z
pca1 0.6797744389447509 0.7334212377611972 -1.2577073930627875e-05
pca2 0.7334080795744384 -0.6797621403045546 0.00600178502655964
pca3 -0.004393287184262137 0.004089084176734713 0.9999819890469588
