 X Y Z
pca1 0.012824477328160852 0.9999177630091687 -4.6063167437274754e-09
pca2 0.999917763007723 -0.012824477328150147 -1.7003120109888e-06
pca3 1.7002312560501875e-06 -1.7199674901632467e-08 0.9999999999985545
