 X Y Z
pca1 -0.7651570035771931 -0.6438437387105354 -1.084439460053868e-07
pca2 -0.6438437386036484 0.7651570034532142 -1.8093499587587433e-05
pca3 -1.1732363065597938e-05 1.3774546973038535e-05 0.9999999998363066
