 X Y Z
pca1 0.7536673223183465 -0.6572557885712462 -0.0006290143745942043
pca2 -0.1883735806342614 -0.21692240764215948 0.9578413559571108
pca3 0.6296832230483206 0.7217752402599571 0.28729695640427577
