 X Y Z
pca1 0.9887599007274486 -0.1495120687885965 -1.1785943948170553e-11
pca2 -0.14951206878859646 -0.9887599007274483 1.7172742824842644e-08
pca3 2.5791857752849227e-09 1.69779573498471e-08 0.9999999999999998
