-0.254201 -0.549005 -2.83299e-05
-0.116334 -0.612731 -2.7763e-05
-0.118732 -0.610965 -2.8039e-05
-0.126335 -0.606816 -2.83044e-05
-0.13885 -0.600441 -2.85489e-05
-0.155796 -0.592086 -2.87633e-05
-0.176522 -0.582072 -2.89392e-05
-0.200231 -0.570784 -2.90699e-05
-0.226013 -0.558656 -2.91504e-05
-0.252877 -0.546153 -2.91776e-05
-0.279789 -0.533756 -2.91504e-05
-0.305717 -0.521942 -2.90699e-05
-0.329664 -0.511164 -2.89392e-05
-0.350708 -0.501837 -2.87633e-05
-0.368043 -0.494319 -2.8549e-05
-0.381001 -0.4889 -2.83044e-05
-0.389085 -0.485786 -2.80391e-05
-0.391984 -0.485098 -2.77631e-05
-0.389587 -0.486863 -2.74871e-05
-0.381985 -0.491012 -2.72218e-05
-0.369471 -0.497386 -2.69772e-05
-0.352526 -0.505741 -2.67628e-05
-0.331801 -0.515754 -2.65869e-05
-0.308092 -0.527042 -2.64562e-05
-0.282311 -0.539171 -2.63757e-05
-0.255447 -0.551673 -2.63485e-05
-0.228535 -0.56407 -2.63756e-05
-0.202606 -0.575884 -2.64561e-05
-0.178659 -0.586662 -2.65868e-05
-0.157614 -0.59599 -2.67627e-05
-0.140278 -0.603508 -2.6977e-05
-0.127319 -0.608928 -2.72216e-05
-0.119234 -0.612043 -2.74869e-05
0.0163193 -0.673827 -2.60842e-05
0.0116142 -0.670364 -2.66255e-05
-0.00329932 -0.662224 -2.7146e-05
-0.0278482 -0.64972 -2.76257e-05
-0.0610891 -0.633331 -2.80462e-05
-0.101745 -0.613688 -2.83913e-05
-0.148252 -0.591546 -2.86477e-05
-0.198825 -0.567755 -2.88056e-05
-0.25152 -0.54323 -2.8859e-05
-0.304311 -0.518913 -2.88057e-05
-0.35517 -0.495739 -2.86478e-05
-0.402143 -0.474597 -2.83914e-05
-0.443424 -0.456302 -2.80463e-05
-0.477427 -0.441555 -2.76258e-05
-0.502846 -0.430923 -2.71461e-05
-0.518703 -0.424816 -2.66256e-05
-0.524389 -0.423467 -2.60843e-05
-0.519687 -0.426928 -2.5543e-05
-0.504775 -0.435067 -2.50224e-05
-0.480228 -0.447571 -2.45427e-05
-0.446989 -0.463959 -2.41222e-05
-0.406335 -0.483601 -2.37771e-05
-0.359829 -0.505743 -2.35207e-05
-0.309256 -0.529534 -2.33628e-05
-0.256562 -0.554059 -2.33094e-05
-0.203771 -0.578376 -2.33627e-05
-0.152911 -0.60155 -2.35205e-05
-0.105937 -0.622692 -2.37769e-05
-0.0646548 -0.640988 -2.4122e-05
-0.0306498 -0.655736 -2.45424e-05
-0.00522916 -0.666369 -2.50221e-05
0.0106303 -0.672477 -2.55426e-05
0.0163191 -0.673827 -2.60839e-05
0.0116186 -0.670367 -2.66253e-05
-0.00329054 -0.662229 -2.71458e-05
-0.0278354 -0.649726 -2.76255e-05
-0.0610727 -0.633339 -2.80461e-05
-0.101725 -0.613697 -2.83912e-05
-0.148231 -0.591556 -2.86476e-05
-0.198802 -0.567766 -2.88056e-05
-0.251496 -0.543241 -2.8859e-05
-0.304288 -0.518923 -2.88057e-05
-0.355148 -0.495748 -2.86479e-05
-0.402123 -0.474606 -2.83915e-05
-0.443407 -0.456309 -2.80465e-05
-0.477414 -0.441561 -2.7626e-05
-0.502837 -0.430927 -2.71464e-05
-0.518698 -0.424818 -2.66259e-05
-0.524389 -0.423466 -2.60845e-05
-0.519691 -0.426926 -2.55432e-05
-0.504784 -0.435063 -2.50227e-05
-0.480241 -0.447565 -2.45429e-05
-0.447006 -0.463951 -2.41224e-05
-0.406355 -0.483592 -2.37773e-05
-0.35985 -0.505733 -2.35208e-05
-0.309279 -0.529523 -2.33628e-05
-0.256586 -0.554048 -2.33094e-05
-0.203794 -0.578365 -2.33626e-05
-0.152933 -0.601541 -2.35205e-05
-0.105957 -0.622683 -2.37768e-05
-0.0646716 -0.640981 -2.41218e-05
-0.030663 -0.65573 -2.45422e-05
-0.00523834 -0.666365 -2.50219e-05
0.13866 -0.729946 -2.33579e-05
0.131829 -0.724919 -2.41438e-05
0.110178 -0.713101 -2.48994e-05
0.0745388 -0.694948 -2.55959e-05
0.0262804 -0.671155 -2.62063e-05
-0.0327423 -0.642638 -2.67073e-05
-0.100261 -0.610492 -2.70796e-05
-0.173682 -0.575953 -2.73088e-05
-0.250182 -0.540348 -2.73862e-05
-0.326823 -0.505045 -2.73088e-05
-0.400659 -0.471401 -2.70796e-05
-0.468853 -0.440709 -2.67074e-05
-0.528784 -0.414148 -2.62064e-05
-0.578149 -0.392739 -2.5596e-05
-0.615051 -0.377304 -2.48996e-05
-0.638072 -0.368438 -2.41439e-05
-0.646328 -0.366479 -2.3358e-05
-0.639501 -0.371504 -2.25722e-05
-0.617853 -0.38332 -2.18165e-05
-0.582216 -0.401473 -2.112e-05
-0.53396 -0.425264 -2.05095e-05
-0.47494 -0.453781 -2.00085e-05
-0.407422 -0.485926 -1.96362e-05
-0.334003 -0.520464 -1.9407e-05
-0.257503 -0.556069 -1.93295e-05
-0.180862 -0.591372 -1.94069e-05
-0.107025 -0.625017 -1.9636e-05
-0.0388292 -0.65571 -2.00082e-05
0.0211039 -0.682272 -2.05092e-05
0.0704715 -0.703682 -2.11196e-05
0.107377 -0.719118 -2.1816e-05
0.130401 -0.727986 -2.25716e-05
0.13866 -0.729946 -2.33575e-05
0.131836 -0.724923 -2.41434e-05
0.110191 -0.713108 -2.48991e-05
0.0745574 -0.694957 -2.55956e-05
0.0263043 -0.671167 -2.62061e-05
-0.0327142 -0.642651 -2.67071e-05
