0.761202 0.332201 -0.000371619
0.79989 0.2441 -0.000367466
0.799504 0.245949 -0.000362535
0.797655 0.251116 -0.000357793
0.794412 0.259402 -0.000353424
0.789901 0.270489 -0.000349594
0.784295 0.283951 -0.00034645
0.777809 0.299271 -0.000344115
0.770692 0.315859 -0.000342676
0.763219 0.333079 -0.000342191
0.755676 0.350269 -0.000342676
0.748353 0.366767 -0.000344114
0.741531 0.381941 -0.00034645
0.735473 0.395206 -0.000349593
0.730411 0.406054 -0.000353423
0.72654 0.414067 -0.000357792
0.72401 0.418937 -0.000362534
0.722915 0.420478 -0.000367465
0.7233 0.418629 -0.000372395
0.72515 0.413463 -0.000377137
0.728392 0.405178 -0.000381507
0.732903 0.394091 -0.000385337
0.738509 0.380629 -0.00038848
0.744995 0.36531 -0.000390816
0.752111 0.348722 -0.000392255
0.759584 0.331502 -0.000392741
0.767128 0.314313 -0.000392255
0.774451 0.297814 -0.000390817
0.781273 0.28264 -0.000388482
0.787331 0.269374 -0.000385339
0.792393 0.258526 -0.000381509
0.796264 0.250512 -0.00037714
0.798795 0.245641 -0.000372399
0.837493 0.15956 -0.000355166
0.836737 0.163187 -0.000345494
0.833109 0.173322 -0.000336194
0.826749 0.189576 -0.000327622
0.8179 0.211325 -0.000320109
0.806903 0.237731 -0.000313944
0.79418 0.267782 -0.000309362
0.780221 0.300321 -0.00030654
0.765561 0.334099 -0.000305588
0.750764 0.367817 -0.00030654
0.736399 0.40018 -0.000309361
0.723018 0.429944 -0.000313942
0.711135 0.455965 -0.000320108
0.701206 0.477244 -0.000327621
0.693613 0.492962 -0.000336192
0.688649 0.502515 -0.000345492
0.686503 0.505538 -0.000355164
0.687258 0.501912 -0.000364837
0.690885 0.491778 -0.000374137
0.697245 0.475525 -0.000382709
0.706093 0.453778 -0.000390222
0.71709 0.427372 -0.000396388
0.729813 0.397322 -0.00040097
0.743772 0.364783 -0.000403792
0.758431 0.331006 -0.000404745
0.773228 0.297287 -0.000403793
0.787593 0.264924 -0.000400973
0.800975 0.235159 -0.000396392
0.812858 0.209137 -0.000390227
0.822788 0.187857 -0.000382714
0.830381 0.172138 -0.000374143
0.835346 0.162583 -0.000364843
0.837493 0.159559 -0.000355171
0.836738 0.163184 -0.000345498
0.833112 0.173316 -0.000336198
0.826752 0.189568 -0.000327626
0.817904 0.211314 -0.000320112
0.806908 0.237719 -0.000313946
0.794186 0.267768 -0.000309364
0.780227 0.300306 -0.000306541
0.765567 0.334084 -0.000305588
0.750771 0.367803 -0.000306539
0.736405 0.400166 -0.000309359
0.723024 0.429932 -0.00031394
0.711139 0.455955 -0.000320105
0.70121 0.477236 -0.000327617
0.693616 0.492956 -0.000336188
0.68865 0.502513 -0.000345488
0.686503 0.505538 -0.00035516
0.687257 0.501915 -0.000364832
0.690883 0.491784 -0.000374133
0.697242 0.475534 -0.000382705
0.706089 0.453789 -0.000390219
0.717085 0.427385 -0.000396386
0.729807 0.397336 -0.000400969
0.743765 0.364798 -0.000403791
0.758425 0.331021 -0.000404745
0.773222 0.297302 -0.000403794
0.787587 0.264938 -0.000400974
0.800969 0.235172 -0.000396394
0.812854 0.209148 -0.00039023
0.822784 0.187866 -0.000382718
0.830378 0.172144 -0.000374147
0.872567 0.0818291 -0.000335194
0.871469 0.0870947 -0.000321152
0.866202 0.101809 -0.00030765
0.856968 0.125406 -0.000295206
0.844122 0.15698 -0.000284299
0.828156 0.195317 -0.000275347
0.809686 0.238944 -0.000268696
0.78942 0.286184 -0.0002646
0.768137 0.335221 -0.000263216
0.746656 0.384173 -0.000264599
0.725801 0.431156 -0.000268695
0.706374 0.474367 -0.000275345
0.689122 0.512144 -0.000284296
0.674708 0.543035 -0.000295203
0.663685 0.565855 -0.000307647
0.656478 0.579724 -0.000321149
0.653362 0.584112 -0.000335191
0.654459 0.578848 -0.000349233
0.659725 0.564136 -0.000362735
0.668958 0.54054 -0.000375179
0.681804 0.508968 -0.000386087
0.697768 0.470633 -0.000395038
0.716239 0.427007 -0.000401691
0.736504 0.379768 -0.000405787
0.757787 0.33073 -0.000407171
0.779268 0.281779 -0.000405789
0.800123 0.234794 -0.000401694
0.81955 0.191583 -0.000395044
0.836803 0.153804 -0.000386093
0.851218 0.122911 -0.000375187
0.862241 0.10009 -0.000362744
