0 -0.768131 0.318283 0.555582 0.222209
1 0.0537714 0.93237 -0.17379 0.586895
2 0.201636 0.720214 -0.535203 0.767602
3 0.655372 0.635091 -0.082074 0.541037
4 0.720286 -0.356458 0.242431 0.378784
5 -0.0890416 -0.737343 0.107314 0.446343
6 -0.629427 -0.410436 -0.0430009 0.5215
7 -0.758943 0.203979 -0.037367 0.518684
8 -0.293043 0.743286 -0.00158073 0.50079
9 0.439666 0.671426 0.00512285 0.497439
10 0.810052 0.0363503 0.00137591 0.499312
11 0.512194 -0.643133 -0.0001684 0.500084
12 -0.224327 -0.80309 -0.000136625 0.500068
13 -0.793815 -0.291141 -1.7526e-05 0.500009
14 -0.709084 0.481884 3.08911e-06 0.499998
15 -0.0209036 0.86893 1.22504e-06 0.499999
16 0.704695 0.528654 1.16478e-07 0.5
17 0.85026 -0.271345 -1.13823e-08 0.5
18 0.27407 -0.861188 -4.11609e-09 0.5
19 -0.551155 -0.72983 -4.15776e-10 0.5
20 -0.92438 0.0295895 -2.07573e-12 0.5
21 -0.513581 0.780761 4.33698e-12 0.5
22 0.346475 0.877602 5.04652e-13 0.5
23 0.925326 0.222658 -6.88338e-15 0.5
24 0.719035 -0.634744 1.00864e-12 0.5
25 -0.108296 -0.959518 -3.04384e-12 0.5
26 -0.853243 -0.463812 -1.37029e-12 0.5
27 -0.872975 0.435821 4.62135e-11 0.5
28 -0.142911 0.968773 -2.1464e-10 0.5
29 0.714516 0.673274 6.12683e-10 0.5
30 0.962374 -0.201168 -1.12824e-09 0.5
31 0.385604 -0.904777 5.52987e-10 0.5
32 -0.521205 -0.833193 5.92679e-09 0.5
33 -0.979745 -0.0490247 -3.30827e-08 0.5
34 -0.599019 0.773198 1.2009e-07 0.5
35 0.29 0.929994 -3.57976e-07 0.5
36 0.923768 0.293291 9.20394e-07 0.5
37 0.764945 -0.585458 -2.00475e-06 0.500001
38 -0.0407775 -0.955513 3.29367e-06 0.499998
39 -0.799412 -0.510739 -1.80471e-06 0.500001
40 -0.869231 0.357693 -1.40192e-05 0.500007
41 -0.205085 0.907826 7.48525e-05 0.499963
42 0.617274 0.682754 -0.000234327 0.500117
43 0.90315 -0.109512 0.00051943 0.49974
44 0.426606 -0.791542 -0.000742435 0.500371
45 -0.391692 -0.793856 0.000191964 0.499904
46 -0.866604 -0.136642 0.00226993 0.498865
47 -0.604751 0.614363 -0.0064764 0.503238
48 0.140315 0.832544 0.00747395 0.496263
49 0.772075 0.358224 0.00413461 0.497933
50 0.72187 -0.386116 -0.0277295 0.513865
51 0.122955 -0.784981 0.0317062 0.484147
52 -0.646834 -0.538872 0.0238787 0.488061
53 -0.774715 0.150851 -0.0943501 0.547175
54 -0.400189 0.604479 0.0345803 0.48271
55 0.455413 0.678252 0.151647 0.424177
56 0.843166 -0.0467095 -0.136185 0.568093
57 0.600347 -0.369457 -0.196026 0.598013
58 0.0866473 -0.714341 0.238115 0.380942
59 -0.845007 -0.126075 0.259516 0.370242
60 -0.56334 0.621319 -0.281028 0.640514
61 -0.369808 0.648281 -0.366603 0.683301
62 0.20379 0.80641 0.192558 0.403721
63 0.722585 -0.189997 0.455942 0.272029
64 -0.048417 -0.822766 0.0489953 0.475502
65 -0.452798 -0.565887 -0.374179 0.687089
66 -0.724022 -0.395811 -0.287918 0.643959
67 -0.823466 0.333567 0.0770275 0.461486
68 0.0102825 0.784612 0.264606 0.367697
69 0.675908 0.241491 0.168324 0.415838
70 0.574069 -0.413317 -0.0161613 0.508081
71 0.105711 -0.734514 -0.110601 0.5553
72 -0.508915 -0.616165 -0.0942283 0.547114
73 -0.831861 0.0279889 -0.0350866 0.517543
74 -0.455518 0.701564 0.0092156 0.495392
75 0.320649 0.766266 0.0238845 0.488058
76 0.810644 0.172412 0.0197792 0.49011
77 0.612465 -0.566186 0.010666 0.494667
78 -0.106583 -0.83744 0.00371657 0.498142
79 -0.75394 -0.405282 0.000261276 0.499869
80 -0.777604 0.384535 -0.000824309 0.500412
81 -0.13749 0.867172 -0.000840639 0.50042
82 0.635789 0.619292 -0.000561221 0.500281
83 0.880847 -0.164635 -0.000334749 0.500167
84 0.375268 -0.822372 -0.000121393 0.500061
85 -0.461013 -0.785544 -0.000146247 0.500073
86 -0.914069 -0.0738854 9.07874e-05 0.499955
87 -0.588062 0.710525 -0.000197288 0.500099
88 0.246457 0.893155 0.000221359 0.499889
89 0.87695 0.310841 -0.000203947 0.500102
90 0.758062 -0.542181 2.53786e-05 0.499987
91 -0.0107331 -0.934661 0.000371825 0.499814
92 -0.772135 -0.525253 -0.000978112 0.500489
93 -0.872501 0.332809 0.0015598 0.49922
94 -0.225975 0.905917 -0.00159283 0.500796
95 0.609175 0.698477 0.000409512 0.499795
96 0.924105 -0.100534 0.00223369 0.498883
97 0.44216 -0.806898 -0.0052899 0.502645
98 -0.40434 -0.817964 0.00602544 0.496987
99 -0.908637 -0.135868 -0.00139397 0.500697
